id,url,zpid,address,city,state,zipcode,asking_price,beds_baths,year_built,name,phone_number,agent_name,created_at,updated_at
308,https://www.zillow.com/apartments/chicago-il/cornell-apartments/9S5YBw/,451014187,"6943 S Cornell Ave,  Chicago,  IL 60649",,,,,,,,(708) 773-4963,Cornell Apartments,2025-11-28 17:33:38.667244+00,2025-11-28 17:33:38.667244+00
309,https://www.zillow.com/apartments/chicago-il/beverly-place/CjjCPM/,2053631283,"10230 S Hale Ave,  Chicago,  IL 60643",,,,,,,,(847) 393-9203,Leasing Agent,2025-11-28 17:33:38.80079+00,2025-11-28 17:33:38.80079+00
310,https://www.zillow.com/apartments/chicago-il/5111-s.-kimbark-avenue/5Xdp5G/,2061492804,"5111 S Kimbark Ave,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 985-8396,Leasing Agent,2025-11-28 17:33:39.046929+00,2025-11-28 17:33:39.046929+00
311,https://www.zillow.com/apartments/chicago-il/1440-e.-52nd-street/9grNKj/,2077048353,"1440-1450 E 52nd St,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 985-3903,Leasing Agent,2025-11-28 17:33:39.191544+00,2025-11-28 17:33:39.191544+00
312,https://www.zillow.com/apartments/chicago-il/the-leo/CjfHvY/,349386716,"741 N Wells St,  Chicago,  IL 60654",,,,,,,Luxury Living Chicago Realty,(872) 217-9865,Leasing Agent,2025-11-28 17:33:39.858272+00,2025-11-28 17:33:39.858272+00
313,https://www.zillow.com/apartments/chicago-il/5625-north-winthrop/5Xfb4v/,2055322427,"5625 N Winthrop Ave,  Chicago,  IL 60660",,,,,,,,(872) 266-9688,Leasing Agent,2025-11-28 17:33:40.590764+00,2025-11-28 17:33:40.590764+00
314,https://www.zillow.com/apartments/chicago-il/arcade-residences/CjjC4p/,2056037741,"1135 W Sheridan Rd,  Chicago,  IL 60660",,,,,,,,(773) 692-0739,Leasing Agent,2025-11-28 17:33:40.744887+00,2025-11-28 17:33:40.744887+00
315,https://www.zillow.com/apartments/chicago-il/5400-5408-s.-ingleside-avenue/5XcD2b/,2059039776,"5400 S Ingleside Ave,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 804-8776,Leasing Agent,2025-11-28 17:33:41.053132+00,2025-11-28 17:33:41.053132+00
316,https://www.zillow.com/apartments/chicago-il/2101-michigan/5Xdgpm/,455333601,"2101 S Michigan Ave,  Chicago,  IL 60616",,,,,,,2101 South Michigan,(312) 629-4996,2101 Michigan,2025-11-28 17:33:41.364162+00,2025-11-28 17:33:41.364162+00
317,https://www.zillow.com/apartments/chicago-il/5452-s.-ellis-avenue/5XmgJC/,344709669,"5452 S Ellis Ave,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 825-6161,Leasing Agent,2025-11-28 17:33:41.621253+00,2025-11-28 17:33:41.621253+00
319,https://www.zillow.com/apartments/chicago-il/greenwood-5201/CmWPr6/,2070456142,"5201-09 S Greenwood Ave,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 886-1617,Leasing Agent,2025-11-28 17:33:43.349687+00,2025-11-28 17:33:43.349687+00
320,https://www.zillow.com/apartments/chicago-il/6-corners-lofts/9S4fZc/,2053586875,"4714 W Irving Park Rd,  Chicago,  IL 60641",,,,,,,"6 Corners Real Estate Devt., LLC",(773) 207-4416,Leasing Agent,2025-11-28 17:33:43.511827+00,2025-11-28 17:33:43.511827+00
321,https://www.zillow.com/apartments/chicago-il/optima-signature/Chg448/,2077349413,"220 E Illinois St,  Chicago,  IL 60611",,,,,,,"Optima Real Estate, Inc.",(312) 598-0165,Leasing Agent,2025-11-28 17:33:43.673247+00,2025-11-28 17:33:43.673247+00
322,https://www.zillow.com/apartments/chicago-il/oakdale-terrace-525-w-oakdale-ave/5Xhfr9/,2078871913,"525 W Oakdale Ave,  Chicago,  IL 60657",,,,,,,Horizon Realty Group,(708) 766-9122,Leasing Agent,2025-11-28 17:33:44.104819+00,2025-11-28 17:33:44.104819+00
323,https://www.zillow.com/apartments/chicago-il/the-edison/5XcBmv/,446725742,"5200 N Sheridan Rd,  Chicago,  IL 60640",,,,,,,Berkshire,(773) 900-5389,The Edison,2025-11-28 17:33:44.283491+00,2025-11-28 17:33:44.283491+00
324,https://www.zillow.com/apartments/chicago-il/maple-court/CkBdtH/,2079850095,"1120-1126 E 47th St,  Chicago,  IL 60653",,,,,,,MAC propertyManagement,(773) 863-3431,Leasing Agent,2025-11-28 17:33:44.432502+00,2025-11-28 17:33:44.432502+00
325,https://www.zillow.com/apartments/chicago-il/porte/ChfQxS/,2079411130,"855 W Madison St,  Chicago,  IL 60607",,,,,,,Willow Bridge Property Company,(773) 570-2371,Willow Bridge Property Company,2025-11-28 17:33:44.567924+00,2025-11-28 17:33:44.567924+00
327,https://www.zillow.com/apartments/chicago-il/6700-s-indiana/5XmFTH/,458401478,"6700 S Indiana Ave,  Chicago,  IL 60637",,,,,,,CYM Living LLC,(872) 326-1563,6700 S Indiana,2025-11-28 17:33:44.903524+00,2025-11-28 17:33:44.903524+00
328,https://www.zillow.com/apartments/chicago-il/6230-s-artesian-ave/5XgZX6/,457684046,"6230 S Artesian Ave,  Chicago,  IL 60629",,,,,,,CYM Living LLC,(872) 259-7089,6230 S Artesian Ave,2025-11-28 17:33:45.347648+00,2025-11-28 17:33:45.347648+00
329,https://www.zillow.com/apartments/chicago-il/1940-n-lincoln-ave/5XdcnH/,351361851,"1940 N Lincoln Ave,  Chicago,  IL 60614",,,,,,,Planned Property Management,(773) 649-6706,Leasing Agent,2025-11-28 17:33:45.833393+00,2025-11-28 17:33:45.833393+00
330,https://www.zillow.com/apartments/chicago-il/320-n-mason-ave/9S53TG/,2068008909,"320 N Mason Ave,  Chicago,  IL 60644",,,,,,,CYM Living LLC,(872) 312-7973,320 N Mason Ave,2025-11-28 17:33:45.993788+00,2025-11-28 17:33:45.993788+00
332,https://www.zillow.com/apartments/chicago-il/the-nest-at-lincoln-park-west/5ZTdqK/,454203034,"2140 N Lincoln Park W,  Chicago,  IL 60614",,,,,,,Water Tower Realty,(872) 282-3796,Leasing Agent,2025-11-28 17:33:46.409282+00,2025-11-28 17:33:46.409282+00
333,https://www.zillow.com/apartments/chicago-il/5416-s.-woodlawn-avenue/5XrJrc/,448878335,"5416 S Woodlawn Ave,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 974-9915,Leasing Agent,2025-11-28 17:33:46.83578+00,2025-11-28 17:33:46.83578+00
334,https://www.zillow.com/apartments/chicago-il/triangle-square/CkCMSy/,2064289876,"2155 N Elston Ave,  Chicago,  IL 60614",,,,,,,A Residential,(773) 839-3154,Leasing Agent,2025-11-28 17:33:47.079997+00,2025-11-28 17:33:47.079997+00
335,https://www.zillow.com/apartments/chicago-il/5237-5245-s.-kenwood-avenue/CgSr/,2059753257,"5237-5245 S Kenwood Ave,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 906-4978,Leasing Agent,2025-11-28 17:33:49.386256+00,2025-11-28 17:33:49.386256+00
336,https://www.zillow.com/apartments/chicago-il/artista-55/CkBFyH/,60262584,"5525 N Winthrop Ave,  Chicago,  IL 60640",,,,,,,RMK Management,(224) 232-5477,Artista55 Apartments,2025-11-28 17:33:49.754293+00,2025-11-28 17:33:49.754293+00
337,https://www.zillow.com/apartments/chicago-il/luxe-logan-square/ChWF5M/,2069877326,"1950 N Campbell Ave,  Chicago,  IL 60647",,,,,,,STYL Residential,(773) 923-3004,Leasing Agent,2025-11-28 17:33:49.954708+00,2025-11-28 17:33:49.954708+00
338,https://www.zillow.com/apartments/chicago-il/motif-on-belden/Dcrc/,395466715,"2845 W Belden Ave,  Chicago,  IL 60647",,,,,,,33 Realty,(773) 985-5278,Leasing Agent,2025-11-28 17:33:50.123394+00,2025-11-28 17:33:50.123394+00
339,https://www.zillow.com/apartments/chicago-il/5507-5509-s.-hyde-park-boulevard/5Xg2sH/,348328590,"5507 S Hyde Park Blvd,  Chicago,  IL 60637",,,,,,,MAC propertyManagement,(773) 825-5848,Leasing Agent,2025-11-28 17:33:50.26145+00,2025-11-28 17:33:50.26145+00
340,https://www.zillow.com/apartments/chicago-il/5015-w-jackson-blvd/5XcSsB/,2061238409,"5015 W Jackson Blvd,  Chicago,  IL 60644",,,,,,,CYM Living LLC,(872) 304-1400,5015 W Jackson Blvd,2025-11-28 17:33:50.436423+00,2025-11-28 17:33:50.436423+00
341,https://www.zillow.com/apartments/chicago-il/1154-56-e.-56th-st/5XrjKK/,449589127,"1154 E 56th St,  Chicago,  IL 60637",,,,,,,MAC propertyManagement,(773) 692-6542,Leasing Agent,2025-11-28 17:33:50.961516+00,2025-11-28 17:33:50.961516+00
342,https://www.zillow.com/b/the-reed-chicago-il-Ch3jvR/,339925481,"234 W Polk St,  Chicago,  IL 60607",,,,,,,The Bozzuto Group,(815) 569-5302,The Bozzuto Group,2025-11-28 17:33:51.304242+00,2025-11-28 17:33:51.304242+00
343,https://www.zillow.com/apartments/chicago-il/5335-5337-s.-woodlawn-avenue/5Xs2sz/,2063179771,"5335 S Woodlawn Ave,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 692-6498,Leasing Agent,2025-11-28 17:33:51.472109+00,2025-11-28 17:33:51.472109+00
344,https://www.zillow.com/apartments/chicago-il/park-view/5Xh8bh/,2078283252,"1936 N Clark St,  Chicago,  IL 60614",,,,,,,B &amp; A Associates,(216) 284-0037,Leasing Agent,2025-11-28 17:33:51.899291+00,2025-11-28 17:33:51.899291+00
345,https://www.zillow.com/apartments/chicago-il/spoke/CgGr2R/,401788918,"728 N Morgan St,  Chicago,  IL 60642",,,,,,,Greystar,(312) 548-1343,Greystar,2025-11-28 17:33:52.039496+00,2025-11-28 17:33:52.039496+00
346,https://www.zillow.com/apartments/chicago-il/reside-on-clarendon/5XfbkJ/,2062794267,"4157 N Clarendon Ave,  Chicago,  IL 60613",,,,,,,Reside Living,(708) 315-7143,Leasing Agent,2025-11-28 17:33:52.42117+00,2025-11-28 17:33:52.42117+00
347,https://www.zillow.com/apartments/chicago-il/the-saint-grand/Cj7J7x/,346295001,"218 E Grand Ave,  Chicago,  IL 60611",,,,,,,Luxury Living Chicago Realty,(872) 266-3344,Leasing Agent,2025-11-28 17:33:52.583389+00,2025-11-28 17:33:52.583389+00
348,https://www.zillow.com/apartments/chicago-il/coeval/CkCKr4/,458491079,"51 E 14th St,  Chicago,  IL 60605",,,,,,,Greystar,(872) 259-9965,Greystar,2025-11-28 17:33:52.870757+00,2025-11-28 17:33:52.870757+00
349,https://www.zillow.com/apartments/chicago-il/7624-s-kingston/D4mx/,2110474742,"7624 S Kingston Ave,  Chicago,  IL 60649",,,,,,,CYM Living LLC,(872) 335-3274,7624 S Kingston,2025-11-28 17:33:53.006989+00,2025-11-28 17:33:53.006989+00
350,https://www.zillow.com/apartments/chicago-il/harper-court/Cjk4ys/,2080311066,"5134-5136 S Harper Ave,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(312) 584-2642,Leasing Agent,2025-11-28 17:33:53.173951+00,2025-11-28 17:33:53.173951+00
351,https://www.zillow.com/apartments/chicago-il/5409-s.-blackstone/CgytZ6/,452162779,"5409 S Blackstone Ave,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 985-6599,5409 S. Blackstone,2025-11-28 17:33:53.90308+00,2025-11-28 17:33:53.90308+00
352,https://www.zillow.com/apartments/chicago-il/7655-s-may/5XhY9V/,347224949,"7655 S May St,  Chicago,  IL 60620",,,,,,,CYM Living LLC,(872) 324-2047,Leasing Agent,2025-11-28 17:33:54.355825+00,2025-11-28 17:33:54.355825+00
353,https://www.zillow.com/apartments/chicago-il/1515-e.-54th-street/ChYxbD/,445923272,"1515-1521 E 54th Pl,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 804-8261,Leasing Agent,2025-11-28 17:33:55.16133+00,2025-11-28 17:33:55.16133+00
354,https://www.zillow.com/apartments/chicago-il/549-w.-aldine-ave./5Xh6bv/,2072472105,"549 W Aldine Ave,  Chicago,  IL 60657",,,,,,,Cross Street,(773) 570-9754,Leasing Agent,2025-11-28 17:33:55.415618+00,2025-11-28 17:33:55.415618+00
355,https://www.zillow.com/apartments/chicago-il/hubbard-221/Cjf6mR/,452672164,"221 W Hubbard St,  Chicago,  IL 60654",,,,,,,DK Living,(708) 998-5334,Leasing Agent,2025-11-28 17:33:55.657764+00,2025-11-28 17:33:55.657764+00
356,https://www.zillow.com/apartments/chicago-il/estes-point-at-the-park/9YTZ/,450718427,"1341 W Estes Ave,  Chicago,  IL 60626",,,,,,,JAMESON SOTHEBY'S INTERNATIONAL REALTY,(872) 266-3879,Adrien Bellagio  The Bellagio Group,2025-11-28 17:33:56.55183+00,2025-11-28 17:33:56.55183+00
357,https://www.zillow.com/apartments/chicago-il/the-clark/CkCkLk/,2078444517,"1201 N Clark St,  Chicago,  IL 60610",,,,,,,RPM Living Properties,(872) 260-1188,Leasing Agent,2025-11-28 17:33:56.800445+00,2025-11-28 17:33:56.800445+00
358,https://www.zillow.com/apartments/chicago-il/the-bush-temple/Chg446/,2085641801,"108 W Chicago Ave,  Chicago,  IL 60654",,,,,,,Cedar Street Companies,(815) 718-6241,Leasing Agent,2025-11-28 17:33:56.958728+00,2025-11-28 17:33:56.958728+00
359,https://www.zillow.com/apartments/chicago-il/7301-n.-sheridan/5XfMdM/,457510138,"7301 N Sheridan Rd,  Chicago,  IL 60626",,,,,,,,(773) 900-5212,Leasing Agent,2025-11-28 17:33:57.098066+00,2025-11-28 17:33:57.098066+00
360,https://www.zillow.com/apartments/chicago-il/parc-huron/5XhZX5/,2082951481,"469 W Huron St,  Chicago,  IL 60654",,,,,,,The Bozzuto Group,(773) 804-8321,The Bozzuto Group,2025-11-28 17:33:57.805758+00,2025-11-28 17:33:57.805758+00
361,https://www.zillow.com/apartments/chicago-il/monroe-aberdeen-place/CjfwX6/,458266445,"1050 W Monroe St,  Chicago,  IL 60607",,,,,,,Marquette Management,(872) 266-7759,Leasing Agent,2025-11-28 17:33:58.373084+00,2025-11-28 17:33:58.373084+00
362,https://www.zillow.com/apartments/chicago-il/1001-south-state/ChjCnL/,2072059785,"1001 S State St,  Chicago,  IL 60605",,,,,,,Greystar,(779) 213-5419,Greystar,2025-11-28 17:33:58.629499+00,2025-11-28 17:33:58.629499+00
363,https://www.zillow.com/apartments/chicago-il/1000-south-clark/63j37M/,2053412875,"1000 S Clark St,  Chicago,  IL 60605",,,,,,,RMK Management,(312) 500-8272,1000 South Clark Apartments,2025-11-28 17:33:58.773903+00,2025-11-28 17:33:58.773903+00
364,https://www.zillow.com/apartments/chicago-il/elm-street-plaza/5XfvdN/,349538019,"1130 N Dearborn St,  Chicago,  IL 60610",,,,,,,Habitat Company,(312) 313-4369,Leasing Agent,2025-11-28 17:33:59.123332+00,2025-11-28 17:33:59.123332+00
365,https://www.zillow.com/apartments/chicago-il/3240-north-lake-shore-drive/5XcmVn/,2084637862,"3240 N Lake Shore Dr,  Chicago,  IL 60657",,,,,,,,(815) 453-9398,Willow Bridge Property Company,2025-11-28 17:33:59.275754+00,2025-11-28 17:33:59.275754+00
366,https://www.zillow.com/apartments/chicago-il/1401-s.-state/5XjBBG/,2114030535,"1401 S State St,  Chicago,  IL 60605",,,,,,,Greystar,(312) 313-0741,Greystar,2025-11-28 17:34:00.64883+00,2025-11-28 17:34:00.64883+00
367,https://www.zillow.com/apartments/chicago-il/465-north-park/CgHnwx/,455352024,"465 N Park Dr,  Chicago,  IL 60611",,,,,,,The Bozzuto Group,(708) 584-1102,The Bozzuto Group,2025-11-28 17:34:00.905477+00,2025-11-28 17:34:00.905477+00
368,https://www.zillow.com/apartments/chicago-il/niche-905/CkBhxD/,2085970738,"905 N Orleans St,  Chicago,  IL 60610",,,,,,,Willow Bridge Property Company,(312) 815-2743,Willow Bridge Property Company,2025-11-28 17:34:01.329657+00,2025-11-28 17:34:01.329657+00
369,https://www.zillow.com/apartments/chicago-il/1642-west-estes/CkBh5J/,453059147,"1642 W Estes Ave,  Chicago,  IL 60626",,,,,,,,(224) 470-7467,Alma,2025-11-28 17:34:01.584289+00,2025-11-28 17:34:01.584289+00
370,https://www.zillow.com/apartments/chicago-il/westerly/CjhKp2/,2077585886,"740 N Aberdeen St,  Chicago,  IL 60642",,,,,,,The Bozzuto Group,(708) 741-2891,The Bozzuto Group,2025-11-28 17:34:01.755797+00,2025-11-28 17:34:01.755797+00
371,https://www.zillow.com/apartments/chicago-il/one333/5Yy4rj/,2057738981,"1333 S Wabash Ave,  Chicago,  IL 60605",,,,,,,Habitat Company,(224) 993-3654,Leasing Agent,2025-11-28 17:34:01.992078+00,2025-11-28 17:34:01.992078+00
372,https://www.zillow.com/apartments/chicago-il/sonu-digs/CkBGnC/,458019587,"1515 N Fremont St,  Chicago,  IL 60642",,,,,,,Thesis Investment Group,(872) 219-2057,Leasing Agent,2025-11-28 17:34:02.356325+00,2025-11-28 17:34:02.356325+00
373,https://www.zillow.com/apartments/chicago-il/11110-11118-s-homewood-ave/CmCkz8/,458139533,"11110-11118 S Homewood Ave,  Chicago,  IL 60643",,,,,,,Levav Properties,(347) 427-5996,11110 - 11118 S Homewood Ave,2025-11-28 17:34:02.689284+00,2025-11-28 17:34:02.689284+00
374,https://www.zillow.com/apartments/chicago-il/mayan-lagoon/CgwyCK/,342813470,"1345 W Estes Ave,  Chicago,  IL 60626",,,,,,,,(773) 537-4283,Bianca Perry,2025-11-28 17:34:03.349936+00,2025-11-28 17:34:03.349936+00
375,https://www.zillow.com/apartments/chicago-il/9739-9751-s-charles-st/CfdY7m/,457501746,"9739-9751 S Charles St,  Chicago,  IL 60643",,,,,,,Levav Properties,(929) 335-2104,,2025-11-28 17:34:03.515844+00,2025-11-28 17:34:03.515844+00
376,https://www.zillow.com/apartments/chicago-il/century-tower/CkQ7YB/,2068785750,"182 W Lake St,  Chicago,  IL 60601",,,,,,,Golub Realty Services LLC,(312) 548-8261,Leasing Agent,2025-11-28 17:34:03.896431+00,2025-11-28 17:34:03.896431+00
377,https://www.zillow.com/apartments/chicago-il/500-w-belmont/5Xcb7C/,2105535994,"500 W Belmont Ave,  Chicago,  IL 60657",,,,,,,Planned Property Management,(773) 570-9640,Leasing Agent,2025-11-28 17:34:04.500842+00,2025-11-28 17:34:04.500842+00
378,https://www.zillow.com/apartments/chicago-il/reside-on-jackson/CgHFLq/,2058598335,"1245 W Jackson Blvd,  Chicago,  IL 60607",,,,,,,Reside Living,(773) 900-5439,Leasing Agent,2025-11-28 17:34:04.656557+00,2025-11-28 17:34:04.656557+00
379,https://www.zillow.com/apartments/chicago-il/luther-terrace/DkXF/,448966273,"4747 S King Dr,  Chicago,  IL 60615",,,,,,,East Lake Management,(872) 259-7419,Leasing Agent,2025-11-28 17:34:04.954466+00,2025-11-28 17:34:04.954466+00
380,https://www.zillow.com/apartments/chicago-il/5325-s.-hyde-park-boulevard/5XfhNP/,2063043907,"5325 S Hyde Park Blvd,  Chicago,  IL 60615",,,,,,,MAC propertyManagement,(773) 825-3870,Leasing Agent,2025-11-28 17:34:05.290863+00,2025-11-28 17:34:05.290863+00
381,https://www.zillow.com/apartments/chicago-il/1131-e-79th-pl/CnD8VQ/,456951651,"1131 E 79th Pl,  Chicago,  IL 60619",,,,,,,WPD Management,(872) 278-2072,,2025-11-28 17:34:05.448389+00,2025-11-28 17:34:05.448389+00
382,https://www.zillow.com/apartments/chicago-il/858-n-franklin/Cp9wfR/,2101706840,"858 N Franklin St,  Chicago,  IL 60610",,,,,,,,(312) 584-3016,Leasing Agent,2025-11-28 17:34:05.58525+00,2025-11-28 17:34:05.58525+00
383,https://www.zillow.com/apartments/chicago-il/ivy-at-greenwood/CkCR6C/,344690204,"5233-37 S Greenwood Ave,  Chicago,  IL 60615",,,,,,,"Cagan Management Group, Inc.",(341) 900-2920,Leasing Agent,2025-11-28 17:34:05.943424+00,2025-11-28 17:34:05.943424+00
384,https://www.zillow.com/apartments/chicago-il/avra-west-loop/CMSV/,2072036559,"1125 W Van Buren St,  Chicago,  IL 60607",,,,,,,Cross Street,(708) 694-9747,Leasing Agent,2025-11-28 17:34:06.740546+00,2025-11-28 17:34:06.740546+00
385,https://www.zillow.com/apartments/chicago-il/foundry/Cjhqm6/,2055756325,"1475 N Kingsbury St,  Chicago,  IL 60642",,,,,,,,(815) 853-1852,Willow Bridge Property Company,2025-11-28 17:34:06.907615+00,2025-11-28 17:34:06.907615+00
386,https://www.zillow.com/apartments/chicago-il/linea-apartments/CkBYHW/,402830610,"215 W Lake St,  Chicago,  IL 60606",,,,,,,,(224) 291-8864,Linea Apartments,2025-11-28 17:34:07.243282+00,2025-11-28 17:34:07.243282+00
387,https://www.zillow.com/apartments/chicago-il/920-n-wells/CkBfSp/,2057667098,"920 N Wells St,  Chicago,  IL 60610",,,,,,,Willow Bridge Property Company,(312) 667-7265,Willow Bridge Property Company,2025-11-28 17:34:07.488693+00,2025-11-28 17:34:07.488693+00
388,https://www.zillow.com/apartments/chicago-il/lofts-at-avenir/5Y2ZhQ/,447154965,"1040 W Huron St,  Chicago,  IL 60642",,,,,,,Cross Street,(872) 217-9804,Leasing Agent,2025-11-28 17:34:07.908215+00,2025-11-28 17:34:07.908215+00
389,https://www.zillow.com/apartments/chicago-il/state-and-grand/5XjhnQ/,2085460548,"505 N State St,  Chicago,  IL 60654",,,,,,,Greystar,(312) 584-4751,Greystar,2025-11-28 17:34:08.416054+00,2025-11-28 17:34:08.416054+00
390,https://www.zillow.com/apartments/chicago-il/eight-o-five/5q7wm2/,353733820,"805 N La Salle Dr,  Chicago,  IL 60610",,,,,,,Berkshire,(872) 326-8698,Eight O Five,2025-11-28 17:34:08.728884+00,2025-11-28 17:34:08.728884+00
392,https://www.zillow.com/apartments/chicago-il/next-apartments/CgydcH/,448217643,"347 W Chestnut St,  Chicago,  IL 60610",,,,,,,STYL Residential,(773) 974-3633,Leasing Agent,2025-11-28 17:34:09.136869+00,2025-11-28 17:34:09.136869+00
393,https://www.zillow.com/apartments/chicago-il/7436-s-kingston/CjjXTG/,439750398,"7436 S Kingston Ave,  Chicago,  IL 60649",,,,,,,WPD Management,(872) 278-5221,Leasing Agent,2025-11-28 17:34:09.387425+00,2025-11-28 17:34:09.387425+00
394,https://www.zillow.com/apartments/chicago-il/wells-place-apartments/ChgGrP/,2072417502,"839 S Wells St,  Chicago,  IL 60607",,,,,,,RMK Management,(773) 389-2974,Wells Place Apartments,2025-11-28 17:34:10.163631+00,2025-11-28 17:34:10.163631+00
395,https://www.zillow.com/apartments/chicago-il/6429-s.-stewart-ave/CjnrPk/,2054311066,"6429 S Stewart Ave,  Chicago,  IL 60621",,,,,,,WPD Management,(872) 253-4265,,2025-11-28 17:34:10.687833+00,2025-11-28 17:34:10.687833+00
397,https://www.zillow.com/apartments/chicago-il/544-w.-melrose/5Xh9vD/,346584377,"544 W Melrose St,  Chicago,  IL 60657",,,,,,,,(773) 341-2983,Leasing Agent,2025-11-28 17:34:11.570908+00,2025-11-28 17:34:11.570908+00
398,https://www.zillow.com/apartments/chicago-il/6701-n.-glenwood/5Xcg55/,2065498933,"6701 N Glenwood Ave,  Chicago,  IL 60626",,,,,,,"BJB Properties, Inc.",(773) 985-1065,"BJB Properties, Inc.",2025-11-28 17:34:12.035471+00,2025-11-28 17:34:12.035471+00
399,https://www.zillow.com/apartments/chicago-il/foster-beach-apartments/Bznq/,441692907,"5250 N Sheridan Rd,  Chicago,  IL 60640",,,,,,,Dimensions Management,(773) 345-7220,Leasing Agent,2025-11-28 17:34:12.289521+00,2025-11-28 17:34:12.289521+00
400,https://www.zillow.com/apartments/chicago-il/lakeside-6241/5XgkyP/,457116582,"6241 N Winthrop Ave,  Chicago,  IL 60660",,,,,,,Lakeside Management,(773) 694-8375,Leasing Agent,2025-11-28 17:34:12.579358+00,2025-11-28 17:34:12.579358+00
401,https://www.zillow.com/apartments/chicago-il/7549-s-essex-ave/CjKW5t/,456975107,"7549 S Essex Ave,  Chicago,  IL 60649",,,,,,,WPD Management,(872) 282-5382,,2025-11-28 17:34:12.886051+00,2025-11-28 17:34:12.886051+00
403,https://www.zillow.com/apartments/chicago-il/7656-s-kingston-ave/CpPYS8/,446887615,"7656 S Kingston Ave,  Chicago,  IL 60649",,,,,,,WPD Management,(872) 291-0876,,2025-11-28 17:34:13.28378+00,2025-11-28 17:34:13.28378+00
404,https://www.zillow.com/apartments/chicago-il/3838-n.-broadway/CPxt/,2066715189,"3838 N Broadway St,  Chicago,  IL 60613",,,,,,,"BJB Properties, Inc.",(312) 500-3028,"BJB Properties, Inc.",2025-11-28 17:34:13.783231+00,2025-11-28 17:34:13.783231+00
405,https://www.zillow.com/apartments/chicago-il/sienna-chicago/CjZSW2/,2069902437,"423 E Ohio St,  Chicago,  IL 60611",,,,,,,RMK Management,(224) 225-7582,Leasing Agent,2025-11-28 17:34:14.092958+00,2025-11-28 17:34:14.092958+00
406,https://www.zillow.com/apartments/chicago-il/8056-s.-marshfield-ave/D3zh/,456951577,"8056 S Marshfield Ave,  Chicago,  IL 60620",,,,,,,WPD Management,(872) 285-7859,,2025-11-28 17:34:14.797886+00,2025-11-28 17:34:14.797886+00
407,https://www.zillow.com/apartments/chicago-il/chatham-grove/5XjLP8/,443075320,"8416 S Cottage Grove Ave,  Chicago,  IL 60619",,,,,,,Bayshore Properties,(773) 570-7279,Leasing Agent,2025-11-28 17:34:14.951351+00,2025-11-28 17:34:14.951351+00
408,https://www.zillow.com/apartments/chicago-il/5300-sheridan/5Xfrcr/,2108004326,"5300 N Sheridan Rd,  Chicago,  IL 60640",,,,,,,Dimensions Management,(773) 825-6992,Leasing Agent,2025-11-28 17:34:15.20874+00,2025-11-28 17:34:15.20874+00
409,https://www.zillow.com/apartments/chicago-il/7270-s-south-shore-dr./CkBG8J/,454832286,"7270 S South Shore Dr,  Chicago,  IL 60649",,,,,,,Levey Miller Maretz,(872) 274-3744,Leasing Agent,2025-11-28 17:34:15.361779+00,2025-11-28 17:34:15.361779+00
411,https://www.zillow.com/apartments/chicago-il/3510-n-pine-grove/5Xj9yt/,440874848,"3510 N Pine Grove Ave,  Chicago,  IL 60657",,,,,,,Planned Property Management,(773) 917-8216,Leasing Agent,2025-11-28 17:34:16.131619+00,2025-11-28 17:34:16.131619+00
412,https://www.zillow.com/apartments/chicago-il/7131-51-s-bennett/5XjM5W/,454832820,"7131 S Bennett Ave,  Chicago,  IL 60649",,,,,,,Levey Miller Maretz,(872) 285-5093,Leasing Agent,2025-11-28 17:34:17.017613+00,2025-11-28 17:34:17.017613+00
414,https://www.zillow.com/apartments/chicago-il/old-franklin-building/CkCjqK/,2062747086,"525 S Dearborn St,  Chicago,  IL 60605",,,,,,,Dimensions Management,(773) 570-2324,Leasing Agent,2025-11-28 17:34:18.068247+00,2025-11-28 17:34:18.068247+00
415,https://www.zillow.com/apartments/chicago-il/lake-and-wells/CmPgXM/,2056833613,"210 N Wells St,  Chicago,  IL 60601",,,,,,,Greystar,(312) 345-5142,Greystar,2025-11-28 17:34:18.319653+00,2025-11-28 17:34:18.319653+00
416,https://www.zillow.com/apartments/chicago-il/park-apartments/5XfVF6/,449969782,"220 E Garfield Blvd,  Chicago,  IL 60615",,,,,,,Leasing and Management,(773) 900-8713,Esmeralda Orduna,2025-11-28 17:34:18.470172+00,2025-11-28 17:34:18.470172+00
417,https://www.zillow.com/apartments/chicago-il/6600-s-ingleside/5XjKg2/,454833375,"6600 S Ingleside Ave,  Chicago,  IL 60637",,,,,,,Levey Miller Maretz,(872) 296-5247,Leasing Agent,2025-11-28 17:34:18.831904+00,2025-11-28 17:34:18.831904+00
